,Unnamed: 0,question,image,choices,unit,precision,answer,question_type,answer_type,pid,metadata,query,origin_question,response,extraction,match,task
556,556,What number is shown?,images/187.jpg,,,,9015,free_form,integer,187,"{'split': 'testmini', 'language': 'english', 'img_width': 634, 'img_height': 279, 'source': 'IconQA', 'category': 'math-targeted-vqa', 'task': 'math word problem', 'context': 'abstract scene', 'grade': 'elementary school', 'skills': ['arithmetic reasoning']}","You are given a problem with image, please solve the problem step by step. 
Question:What number is shown?",What number is shown?,"Step 1: Count the large cubes. There are 6 large cubes, each representing 1000. This totals 6000 (6 x 1000 = 6000).

Step 2: Count the medium cubes. There are 3 medium cubes, each representing 100. This totals 300 (3 x 100 = 300).

Step 3: Count the small cubes. There are 4 small cubes, each representing 1. This totals 4 (4 x 1 = 4).

Step 4: Add the values from each step together: 6000 + 300 + 4 = 6304.

†Answer: 6304",Answer: 6304,1,math word problem
557,557,How many methods in the table achieve an A-847 score higher than 20.0?,images/188.jpg,,,,3,free_form,integer,188,"{'split': 'testmini', 'language': 'english', 'img_width': 2226, 'img_height': 634, 'source': 'PaperQA', 'category': 'math-targeted-vqa', 'task': 'figure question answering', 'context': 'table', 'grade': 'college', 'skills': ['scientific reasoning', 'statistical reasoning']}","You are given a problem with image, please solve the problem step by step. 
Question:How many methods in the table achieve an A-847 score higher than 20.0?",How many methods in the table achieve an A-847 score higher than 20.0?,"Step 1: Identify the methods with A-847 scores higher than 20.0. From the table, we can see that the following methods have A-847 scores higher than 20.0:
- ALIGNE w/ proposal: 28.3
- ALIGNE w/ 2nd order: 28.3
- ALIGNE w/ 3rd order: 32.0

Step 2: Count the number of methods identified in Step 1. There are 3 methods.

†Answer: 3",Answer: 3,0,figure question answering
558,558,What is the lowest accuracy reported in the whole chart?,images/189.jpg,,,,1,free_form,integer,189,"{'split': 'testmini', 'language': 'english', 'img_width': 448, 'img_height': 448, 'source': 'DVQA', 'category': 'general-vqa', 'task': 'figure question answering', 'context': 'bar chart', 'grade': 'not applicable', 'skills': ['statistical reasoning']}","You are given a problem with image, please solve the problem step by step. 
Question:What is the lowest accuracy reported in the whole chart?",What is the lowest accuracy reported in the whole chart?,"Step 1: Observe the chart and identify the lowest bar among all the bars representing the accuracy of different algorithms on different datasets.

Step 2: The lowest bar corresponds to the ""debunk"" dataset and the ""bass"" algorithm.

Step 3: The height of the lowest bar is approximately 2.

†Answer: 2",Answer: 2,1,figure question answering
559,559,Move the ruler to measure the length of the nail to the nearest inch. The nail is about (_) inches long.,images/190.jpg,,,,2,free_form,integer,190,"{'split': 'testmini', 'language': 'english', 'img_width': 438, 'img_height': 132, 'source': 'IconQA', 'category': 'math-targeted-vqa', 'task': 'math word problem', 'context': 'abstract scene', 'grade': 'elementary school', 'skills': ['numeric commonsense']}","You are given a problem with image, please solve the problem step by step. 
Question:Move the ruler to measure the length of the nail to the nearest inch. The nail is about (_) inches long.",Move the ruler to measure the length of the nail to the nearest inch. The nail is about (_) inches long.,"StepStep 1: Observe the image provided. The image shows a nail placed above a ruler.

Step 2: Align the nail with the ruler. The head of the nail is at the 0-inch mark, and the tip of the nail is at the 2-inch mark.

Step 3: Measure the length of the nail. The length of the nail is the difference between the position of the tip and the head of the nail on the ruler.

Step 4: Calculate the length. The length of the nail is 2 inches - 0 inches = 2 inches.

Step 5: Round to the nearest inch. The length of the nail is already given to the nearest inch, which is 2 inches.

†Answer: 2",Answer: 2,0,math word problem
560,560,"In how many years, is the volume of the air carriers in Ethiopia greater than the average volume of the air carriers in Ethiopia taken over all years ?",images/191.jpg,,,,4,free_form,integer,191,"{'split': 'testmini', 'language': 'english', 'img_width': 1116, 'img_height': 700, 'source': 'PlotQA', 'category': 'general-vqa', 'task': 'figure question answering', 'context': 'scatter plot', 'grade': 'not applicable', 'skills': ['statistical reasoning']}","You are given a problem with image, please solve the problem step by step. 
Question:In how many years, is the volume of the air carriers in Ethiopia greater than the average volume of the air carriers in Ethiopia taken over all years ?","In how many years, is the volume of the air carriers in Ethiopia greater than the average volume of the air carriers in Ethiopia taken over all years ?","Step 1: Calculate the average volume of air carriers in Ethiopia over all years. To do this, sum the values for each year and divide by the number of years.  The values are approximately: 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5. The sum is 12, and there are 8 years. Therefore, the average is 12/8 = 1.5.

Step 2: Identify the years where the volume of air carriers in Ethiopia is greater than 1.5.  Looking at the graph, none of the years show a volume greater than 1.5.

Step 3: Count the number of years where the volume exceeds the average.  Since no year exceeds 1.5, the count is 0.

†Answer: 0",Answer: 0,1,figure question answering
561,561,"As shown in the figure, the diameter CD of ⊙O crosses the midpoint G of chord EF, ∠DCF = 20.0, then ∠EOD is equal to ()
Choices:
(A) 10°
(B) 20°
(C) 40°
(D) 80°",images/192.jpg,"['10°', '20°', '40°', '80°']",,,40°,multi_choice,text,192,"{'split': 'testmini', 'language': 'english', 'img_width': 101, 'img_height': 127, 'source': 'UniGeo', 'category': 'math-targeted-vqa', 'task': 'geometry problem solving', 'context': 'geometry diagram', 'grade': 'high school', 'skills': ['geometry reasoning', 'algebraic reasoning']}","You are given a problem with image, please solve the problem step by step. 
Question:As shown in the figure, the diameter CD of ⊙O crosses the midpoint G of chord EF, ∠DCF = 20.0, then ∠EOD is equal to ()
Choices:
(A) 10°
(B) 20°
(C) 40°
(D) 80°","As shown in the figure, the diameter CD of ⊙O crosses the midpoint G of chord EF, ∠DCF = 20.0, then ∠EOD is equal to ()","StepStep 1: Since CD is the diameter of circle O, and G is the midpoint of chord EF, we know that CD is perpendicular to EF. Therefore, ∠CGF = 90°.

Step 2: In right triangle CFG, we have ∠CFG = 90° - ∠DCF = 90° - 20° = 70°.

Step 3: Since G is the midpoint of EF, we have EG = GF. In triangle EGF, we have ∠GEF = ∠GFE = (180° - 70°)/2 = 55°.

Step 4: In triangle OEG, OE = OG (radii of circle O). Therefore, triangle OEG is an isosceles triangle. We have ∠OEG = ∠OGE = 55°.

Step 5: The sum of angles in triangle OEG is 180°. Therefore, ∠EOD = 180° - ∠OEG - ∠OGE = 180° - 55° - 55° = 70°.

Step 6: However, we are given that ∠DCF = 20°.  Since CD is a diameter, ∠CED = 90°. In right triangle CDE, ∠DCE = 90° - 20° = 70°.  Since ∠DCE and ∠DCF are subtended by the same arc, they are equal.  Therefore, ∠DCF = 70°. This is a contradiction.

Step 7: Let's reconsider.  Since CD is a diameter and G is the midpoint of EF, we have that ∠CGE = 90°.  In right triangle CGE, ∠ECG = 90° - ∠GCE = 90° - 20° = 70°.  Since OE = OG (radii), triangle OEG is isosceles, so ∠OEG = ∠OGE = (180° - 70°)/2 = 55°.  Then ∠EOD = 2 * ∠OEG = 2 * 55° = 110°. This is also incorrect.

Step 8:  Let's use the property that the angle subtended by an arc at the center is twice the angle subtended by the same arc at any point on the circumference.  ∠DCF = 20° is subtended by arc CF at point D on the circumference.  The angle subtended by arc CF at the center O is ∠COF = 2 * 20° = 40°.  Since ∠COF and ∠EOD are vertically opposite angles, ∠EOD = 40°.

†Answer: C",Answer: C,0,geometry problem solving
562,562,Subtract all red things. Subtract all cylinders. How many objects are left?,images/193.jpg,,,,3,free_form,integer,193,"{'split': 'testmini', 'language': 'english', 'img_width': 320, 'img_height': 240, 'source': 'CLEVR-Math', 'category': 'math-targeted-vqa', 'task': 'math word problem', 'context': 'synthetic scene', 'grade': 'elementary school', 'skills': ['arithmetic reasoning']}","You are given a problem with image, please solve the problem step by step. 
Question:Subtract all red things. Subtract all cylinders. How many objects are left?",Subtract all red things. Subtract all cylinders. How many objects are left?,"StepStep 1: Identify the red objects. There is one red cylinder.

Step 2: Subtract the red cylinder.  We started with 6 objects. Removing the red cylinder leaves 5 objects.

Step 3: Identify the cylinders. There are three cylinders: one silver, one gold, and one red.

Step 4: Subtract the cylinders. We had 5 objects. Removing the three cylinders leaves 2 objects.

Step 5: Count the remaining objects. There are two spheres left: one green and one teal.

Step 6: Correct the previous step.  We incorrectly subtracted all cylinders.  We only need to remove the red cylinder.  This leaves 5 objects.

Step 7:  The question asks to subtract all red things and all cylinders.  We already subtracted the red cylinder.  Now we subtract the remaining cylinders (silver and gold). This leaves 3 objects.

Step 8: The question asks how many objects are left after subtracting all red things and all cylinders.  We have 3 objects left: one green sphere, one teal sphere, and one silver cylinder.

Step 9: The answer is 3.  There are 3 objects left after subtracting all red things and all cylinders.

†Answer: 3",Answer: 3,0,math word problem
563,563,"On average, how many people can commute on this vehicle?",images/194.jpg,,,,50,free_form,integer,194,"{'split': 'testmini', 'language': 'english', 'img_width': 640, 'img_height': 408, 'source': 'VQA2.0', 'category': 'general-vqa', 'task': 'visual question answering', 'context': 'natural image', 'grade': 'not applicable', 'skills': ['numeric commonsense', 'arithmetic reasoning']}","You are given a problem with image, please solve the problem step by step. 
Question:On average, how many people can commute on this vehicle?","On average, how many people can commute on this vehicle?","Step 1: The image shows a bus with the words ""VOLCOM VENUE"" and ""VENUE 12 SEATS"" written on it.

Step 2: The number of seats on the bus is 12.

Step 3:  Therefore, the average number of people who can commute on this vehicle is 12.

†Answer: 12",Answer: 12,1,visual question answering
564,564,"如图，AB是⊙O的直径，C，D两点在⊙O上，∠BCD＝25°，则∠AOD的度数为（）
Choices:
(A) 120°
(B) 125°
(C) 130°
(D) 135°",images/195.jpg,"['120°', '125°', '130°', '135°']",,,130°,multi_choice,text,195,"{'split': 'testmini', 'language': 'chinese', 'img_width': 110, 'img_height': 95, 'source': 'GeoQA+', 'category': 'math-targeted-vqa', 'task': 'geometry problem solving', 'context': 'geometry diagram', 'grade': 'high school', 'skills': ['geometry reasoning', 'algebraic reasoning']}","You are given a problem with image, please solve the problem step by step. 
Question:如图，AB是⊙O的直径，C，D两点在⊙O上，∠BCD＝25°，则∠AOD的度数为（）
Choices:
(A) 120°
(B) 125°
(C) 130°
(D) 135°",如图，AB是⊙O的直径，C，D两点在⊙O上，∠BCD＝25°，则∠AOD的度数为（）,"Step 1: We are given that AB is the diameter of circle O, and points C and D are on the circle.  We are also given that ∠BCD = 25°.

Step 2: Since AB is the diameter, the angle subtended by the diameter at any point on the circle is 90°. Therefore, ∠ACB = 90°.

Step 3: In triangle ACB, the sum of angles is 180°.  So, ∠CAB + ∠ABC + ∠ACB = 180°.  We know ∠ACB = 90°, so ∠CAB + ∠ABC = 90°.

Step 4: In cyclic quadrilateral ABCD, opposite angles are supplementary. Therefore, ∠BCD + ∠BAD = 180°.  We know ∠BCD = 25°, so ∠BAD = 180° - 25° = 155°.

Step 5:  ∠AOD is the central angle subtended by arc AD. The measure of a central angle is twice the measure of the inscribed angle subtending the same arc.  ∠ABD is an inscribed angle subtending arc AD.  Since ∠BAD = 155°, the reflex angle ∠AOD = 2 * ∠ABD.

Step 6: In triangle ABD, ∠ABD + ∠BAD + ∠ADB = 180°. We know ∠BAD = 155°.  Since ∠ADB and ∠ACB are both subtended by arc AB, they are equal.  Therefore, ∠ADB = 90°.

Step 7: Substituting into the equation from Step 6, we get ∠ABD + 155° + 90° = 180°.  Solving for ∠ABD, we find ∠ABD = 180° - 155° - 90° = -65°. This is incorrect. There must be a mistake in the reasoning.

Step 8: Let's reconsider the relationship between ∠BCD and ∠BAD.  In cyclic quadrilateral ABCD, opposite angles are supplementary.  Therefore, ∠BAD + ∠BCD = 180°.  Since ∠BCD = 25°, ∠BAD = 180° - 25° = 155°.

Step 9: The central angle ∠AOD subtends the same arc as the inscribed angle ∠ABD.  The measure of the central angle is twice the measure of the inscribed angle.  However, we are given that ∠BCD = 25°.  The arc AD subtends ∠ABD and ∠ACD.  The measure of the central angle ∠AOD is twice the measure of the inscribed angle ∠ACD.

Step 10:  Since ∠BCD = 25°, the arc BD subtends an angle of 50° at the center.  The arc AD subtends an angle of 180° - 50° = 130° at the center. Therefore, ∠AOD = 130°.

†Answer: C",Answer: C,0,geometry problem solving
565,565,"如图所示，在△ABC中，已知点D，E，F分别为边BC，AD，CE的中点，且S△ABC＝4cm2，则S△DEF等于（）
Choices:
(A) 2cm2
(B) 1cm2
(C) 0.5cm2
(D) 0.25cm2",images/196.jpg,"['2cm2', '1cm2', '0.5cm2', '0.25cm2']",,,0.5cm2,multi_choice,text,196,"{'split': 'testmini', 'language': 'chinese', 'img_width': 110, 'img_height': 81, 'source': 'GeoQA+', 'category': 'math-targeted-vqa', 'task': 'geometry problem solving', 'context': 'geometry diagram', 'grade': 'high school', 'skills': ['geometry reasoning', 'algebraic reasoning']}","You are given a problem with image, please solve the problem step by step. 
Question:如图所示，在△ABC中，已知点D，E，F分别为边BC，AD，CE的中点，且S△ABC＝4cm2，则S△DEF等于（）
Choices:
(A) 2cm2
(B) 1cm2
(C) 0.5cm2
(D) 0.25cm2",如图所示，在△ABC中，已知点D，E，F分别为边BC，AD，CE的中点，且S△ABC＝4cm2，则S△DEF等于（）,"Step 1: We are given that D, E, and F are the midpoints of BC, AD, and CE respectively.

Step 2: By the midpoint theorem, we know that the line segment connecting the midpoints of two sides of a triangle is parallel to the third side and half its length.  Therefore, DE is parallel to AC and DE = AC/2. Similarly, DF is parallel to AE and DF = AE/2.

Step 3: Since DE is parallel to AC and DF is parallel to AE, we can conclude that triangle DEF is similar to triangle AEC.

Step 4: The ratio of the sides of similar triangles DEF and AEC is 1:2 (since DE = AC/2 and DF = AE/2).

Step 5: The ratio of the areas of two similar triangles is the square of the ratio of their corresponding sides.  Therefore, the ratio of the area of triangle DEF to the area of triangle AEC is (1/2)² = 1/4.

Step 6: Since D is the midpoint of BC, the area of triangle ADE is half the area of triangle ABC.  Therefore, S△ADE = (1/2) * S△ABC = (1/2) * 4 cm² = 2 cm².

Step 7: Since E is the midpoint of AD, the area of triangle CDE is half the area of triangle CAD.  Therefore, S△CDE = (1/2) * S△CAD.

Step 8: Since F is the midpoint of CE, the area of triangle DEF is half the area of triangle CDE.  Therefore, S△DEF = (1/2) * S△CDE.

Step 9:  We have S△ADE = 2 cm².  Since triangle ADE and triangle CDE share the same height from A to BC, and DE is half of AC, then S△CDE = S△ADE / 2 = 2 cm² / 2 = 1 cm².

Step 10: Since F is the midpoint of CE, S△DEF = S△CDE / 2 = 1 cm² / 2 = 0.5 cm².

†Answer: C",Answer: C,0,geometry problem solving
566,566,How many sequences have negative Influence Scores?,images/197.jpg,,,,2,free_form,integer,197,"{'split': 'testmini', 'language': 'english', 'img_width': 1766, 'img_height': 772, 'source': 'PaperQA', 'category': 'math-targeted-vqa', 'task': 'figure question answering', 'context': 'bar chart', 'grade': 'college', 'skills': ['scientific reasoning', 'statistical reasoning']}","You are given a problem with image, please solve the problem step by step. 
Question:How many sequences have negative Influence Scores?",How many sequences have negative Influence Scores?,"StepStepStep 1: Observe the bar chart provided in the image. The chart displays the influence scores for English and Jamaican sequences. The x-axis represents the sequences, and the y-axis represents the influence scores.

Step 2: Identify the sequences with negative influence scores.  A negative influence score is represented by bars that extend below the zero line on the y-axis.

Step 3: Count the number of sequences with negative influence scores.  There are three sequences with negative influence scores.

†Answer: 3",Answer: 3,1,figure question answering
567,567,"Calculate the missing value.
Choices:
(A) 1
(B) 2
(C) 3
(D) 4",images/198.jpg,"['1', '2', '3', '4']",,,1,multi_choice,text,198,"{'split': 'testmini', 'language': 'english', 'img_width': 890, 'img_height': 756, 'source': 'IQTest', 'category': 'math-targeted-vqa', 'task': 'figure question answering', 'context': 'puzzle test', 'grade': 'elementary school', 'skills': ['logical reasoning', 'arithmetic reasoning']}","You are given a problem with image, please solve the problem step by step. 
Question:Calculate the missing value.
Choices:
(A) 1
(B) 2
(C) 3
(D) 4",Calculate the missing value.,"StepStep 1: Observe the pattern in the given triangles. The top number is the sum of the two numbers below it.

Step 2: In the first triangle, 2 + 6 = 8.  The top number is 8.

Step 3: In the second triangle, 1 + 3 = 4. The top number is 4.

Step 4: In the third triangle, 2 + 5 = 7. The top number is 7.

Step 5: In the fourth triangle, 1 + 0 = 1. The top number is 1.

†Answer: A",Answer: A,0,figure question answering
568,568,Figure 23-42 is a section of a conducting rod of radius $R_1=1.30 \mathrm{~mm}$ and length $L=$ $11.00 \mathrm{~m}$ inside a thin-walled coaxial conducting cylindrical shell of radius $R_2=10.0 R_1$ and the (same) length $L$. The net charge on the rod is $Q_1=+3.40 \times 10^{-12} \mathrm{C}$; that on the shell is $Q_2=-2.00 Q_1$. What is the magnitude $E$ of the electric field at radial distance $r=2.00 R_2$?,images/199.jpg,,,2.0,0.21,free_form,float,199,"{'split': 'testmini', 'language': 'english', 'img_width': 262, 'img_height': 303, 'source': 'SciBench', 'category': 'math-targeted-vqa', 'task': 'textbook question answering', 'context': 'scientific figure', 'grade': 'college', 'skills': ['algebraic reasoning', 'arithmetic reasoning', 'scientific reasoning']}","You are given a problem with image, please solve the problem step by step. 
Question:Figure 23-42 is a section of a conducting rod of radius $R_1=1.30 \mathrm{~mm}$ and length $L=$ $11.00 \mathrm{~m}$ inside a thin-walled coaxial conducting cylindrical shell of radius $R_2=10.0 R_1$ and the (same) length $L$. The net charge on the rod is $Q_1=+3.40 \times 10^{-12} \mathrm{C}$; that on the shell is $Q_2=-2.00 Q_1$. What is the magnitude $E$ of the electric field at radial distance $r=2.00 R_2$?",Figure 23-42 is a section of a conducting rod of radius $R_1=1.30 \mathrm{~mm}$ and length $L=$ $11.00 \mathrm{~m}$ inside a thin-walled coaxial conducting cylindrical shell of radius $R_2=10.0 R_1$ and the (same) length $L$. The net charge on the rod is $Q_1=+3.40 \times 10^{-12} \mathrm{C}$; that on the shell is $Q_2=-2.00 Q_1$. What is the magnitude $E$ of the electric field at radial distance $r=2.00 R_2$?,"StepStepStep 1: We are given that the net charge on the rod is  $Q_1 = +3.40 \times 10^{-12} C$ and the net charge on the shell is $Q_2 = -2.00 Q_1$.  Therefore, $Q_2 = -2.00(3.40 \times 10^{-12} C) = -6.80 \times 10^{-12} C$.

Step 2: The total charge enclosed within the surface of radius $r = 2.00 R_2$ is $Q_{enc} = Q_1 + Q_2 = 3.40 \times 10^{-12} C - 6.80 \times 10^{-12} C = -3.40 \times 10^{-12} C$.

Step 3: According to Gauss's Law, the electric field $E$ at a distance $r$ from the center is given by $E = \frac{Q_{enc}}{4\pi \epsilon_0 r^2}$, where $\epsilon_0$ is the permittivity of free space ($\epsilon_0 = 8.85 \times 10^{-12} \frac{C^2}{N \cdot m^2}$).

Step 4: We are given that $R_2 = 10.0 R_1 = 10.0(1.30 \times 10^{-3} m) = 1.30 \times 10^{-2} m$.  Therefore, $r = 2.00 R_2 = 2.00(1.30 \times 10^{-2} m) = 2.60 \times 10^{-2} m$.

Step 5: Substituting the values into the equation from Step 3, we get:
$E = \frac{-3.40 \times 10^{-12} C}{4\pi (8.85 \times 10^{-12} \frac{C^2}{N \cdot m^2})(2.60 \times 10^{-2} m)^2}$
$E = \frac{-3.40 \times 10^{-12} C}{4\pi (8.85 \times 10^{-12} \frac{C^2}{N \cdot m^2})(6.76 \times 10^{-4} m^2)}$
$E = \frac{-3.40 \times 10^{-12} C}{1.18 \times 10^{-14} \frac{C^2}{N}}$
$E = -2.92 \times 10^2 \frac{N}{C}$

Step 6: The magnitude of the electric field is the absolute value of the calculated electric field:
$|E| = 2.92 \times 10^2 \frac{N}{C}$

†Answer: 2.92 x 10^2 N/C",Answer: 2.92 x 10^2 N/C,1,textbook question answering
569,569,"Is Light Sky Blue the high median?
Choices:
(A) yes
(B) no",images/200.jpg,"['yes', 'no']",,,yes,multi_choice,text,200,"{'split': 'testmini', 'language': 'english', 'img_width': 404, 'img_height': 400, 'source': 'FigureQA', 'category': 'general-vqa', 'task': 'figure question answering', 'context': 'bar chart', 'grade': 'not applicable', 'skills': ['arithmetic reasoning', 'statistical reasoning']}","You are given a problem with image, please solve the problem step by step. 
Question:Is Light Sky Blue the high median?
Choices:
(A) yes
(B) no",Is Light Sky Blue the high median?,"Step 1: Observe the bar chart. The height of the bar represents the median value.

Step 2: Compare the heights of the bars for ""Burlywood"" and ""Light Sky Blue"".

Step 3: The bar for ""Light Sky Blue"" is taller than the bar for ""Burlywood"".

Step 4: A taller bar indicates a higher median value.

Step 5: Therefore, ""Light Sky Blue"" has a higher median value than ""Burlywood"".

†Answer: A",Answer: A,0,figure question answering
570,570,What is the sum of all the values in the border group?,images/201.jpg,,,,19,free_form,integer,201,"{'split': 'testmini', 'language': 'english', 'img_width': 448, 'img_height': 448, 'source': 'DVQA', 'category': 'general-vqa', 'task': 'figure question answering', 'context': 'bar chart', 'grade': 'not applicable', 'skills': ['arithmetic reasoning', 'statistical reasoning']}","You are given a problem with image, please solve the problem step by step. 
Question:What is the sum of all the values in the border group?",What is the sum of all the values in the border group?,"Step 1: Locate the ""border"" group in the bar chart.

Step 2: Identify the values for each category within the ""border"" group.  The values are approximately:
    * loop: 4
    * leaf: 6
    * razor: 3
    * domain: 2
    * see: 1

Step 3: Sum the values: 4 + 6 + 3 + 2 + 1 = 16

†Answer: 16",Answer: 16,1,figure question answering
571,571,What is the value of the smallest bar?,images/202.jpg,,,,3,free_form,integer,202,"{'split': 'testmini', 'language': 'english', 'img_width': 448, 'img_height': 448, 'source': 'DVQA', 'category': 'general-vqa', 'task': 'figure question answering', 'context': 'bar chart', 'grade': 'not applicable', 'skills': ['statistical reasoning']}","You are given a problem with image, please solve the problem step by step. 
Question:What is the value of the smallest bar?",What is the value of the smallest bar?,"Step 1: Observe the bar chart provided.
Step 2: Identify the smallest bar in the chart. The smallest bar corresponds to the category ""sew"".
Step 3: Determine the value associated with the smallest bar. The height of the bar for ""sew"" reaches the value of 3 on the y-axis.

†Answer: 3",Answer: 3,0,figure question answering
572,572,"如图，在5×4的正方形网格中，每个小正方形的边长都是1，△ABC的顶点都在这些小正方形的顶点上，则tan∠BAC的值为（）
Choices:
(A) \frac{4}{3}
(B) 0.75
(C) 0.6
(D) 0.8",images/203.jpg,"['\\frac{4}{3}', '0.75', '0.6', '0.8']",,,\frac{4}{3},multi_choice,text,203,"{'split': 'testmini', 'language': 'chinese', 'img_width': 172, 'img_height': 151, 'source': 'GeoQA+', 'category': 'math-targeted-vqa', 'task': 'geometry problem solving', 'context': 'geometry diagram', 'grade': 'high school', 'skills': ['geometry reasoning', 'algebraic reasoning']}","You are given a problem with image, please solve the problem step by step. 
Question:如图，在5×4的正方形网格中，每个小正方形的边长都是1，△ABC的顶点都在这些小正方形的顶点上，则tan∠BAC的值为（）
Choices:
(A) \frac{4}{3}
(B) 0.75
(C) 0.6
(D) 0.8",如图，在5×4的正方形网格中，每个小正方形的边长都是1，△ABC的顶点都在这些小正方形的顶点上，则tan∠BAC的值为（）,"StepStep 1: Identify the coordinates of points A, B, and C.  Point A is at (0, 4), point B is at (0, 0), and point C is at (3, 0).

Step 2: Calculate the lengths of sides AB and AC.  AB is the vertical distance from A to B, which is 4 units. AC is the hypotenuse of the right triangle formed by points A, (3,4), and C.  The horizontal distance is 3 units and the vertical distance is 4 units. Using the Pythagorean theorem, AC = √(3² + 4²) = √25 = 5 units.

Step 3: Calculate tan∠BAC.  In right triangle ABC, tan∠BAC = opposite/adjacent = BC/AB.  BC is the horizontal distance from B to C, which is 3 units.  Therefore, tan∠BAC = 3/4 = 0.75.

†Answer: B",Answer: B,1,geometry problem solving
573,573,از سمت راست تصویر درب دوم چند شیشه بدون رنگ داره؟,images/204.jpg,,,,12,free_form,integer,204,"{'split': 'testmini', 'language': 'persian', 'img_width': 564, 'img_height': 376, 'source': 'ParsVQA-Caps', 'category': 'general-vqa', 'task': 'visual question answering', 'context': 'natural image', 'grade': 'not applicable', 'skills': ['numeric commonsense', 'arithmetic reasoning']}","You are given a problem with image, please solve the problem step by step. 
Question:از سمت راست تصویر درب دوم چند شیشه بدون رنگ داره؟",از سمت راست تصویر درب دوم چند شیشه بدون رنگ داره؟,"Step 1: Observe the image carefully.
Step 2: Focus on the second door from the right.
Step 3: Count the number of doors without color.
Step 4: There is only one door without color.

†Answer: 1",Answer: 1,1,visual question answering
574,574,A statistician analyzed the number of runs scored by players last season. How many players scored more than 2 runs last season?',images/205.jpg,,,,24,free_form,integer,205,"{'split': 'testmini', 'language': 'english', 'img_width': 351, 'img_height': 190, 'source': 'TabMWP', 'category': 'math-targeted-vqa', 'task': 'math word problem', 'context': 'table', 'grade': 'high school', 'skills': ['arithmetic reasoning', 'statistical reasoning']}","You are given a problem with image, please solve the problem step by step. 
Question:A statistician analyzed the number of runs scored by players last season. How many players scored more than 2 runs last season?'",A statistician analyzed the number of runs scored by players last season. How many players scored more than 2 runs last season?',"Step 1: Identify the number of players who scored more than 2 runs. From the table, we can see that 14 players scored 3 runs and 10 players scored 4 runs.

Step 2: Add the number of players who scored 3 runs and the number of players who scored 4 runs.  14 + 10 = 24

†Answer: 24",Answer: 24,0,math word problem
575,575,"Find the scale factor from $Q$ to $Q'$.
Choices:
(A) 2
(B) 3
(C) 4
(D) 5",images/206.jpg,"['2', '3', '4', '5']",,,3,multi_choice,text,206,"{'split': 'testmini', 'language': 'english', 'img_width': 731, 'img_height': 611, 'source': 'Geometry3K', 'category': 'math-targeted-vqa', 'task': 'geometry problem solving', 'context': 'geometry diagram', 'grade': 'high school', 'skills': ['geometry reasoning', 'algebraic reasoning']}","You are given a problem with image, please solve the problem step by step. 
Question:Find the scale factor from $Q$ to $Q'$.
Choices:
(A) 2
(B) 3
(C) 4
(D) 5",Find the scale factor from $Q$ to $Q'$.,"Step 1: Observe the given image. We are given two similar figures, one larger and one smaller. The larger figure is represented by the green square, and the smaller figure is represented by the blue square. The point Q is common to both figures. The distance from Q to the vertices of the green square is 15, while the distance from Q to the vertices of the blue square is 5.

Step 2: The scale factor is the ratio of the corresponding lengths of the two similar figures. In this case, the scale factor from Q to Q' is the ratio of the distance from Q to a vertex of the green square to the distance from Q to a vertex of the blue square.

Step 3: Calculate the scale factor: Scale factor = (Distance from Q to vertex of green square) / (Distance from Q to vertex of blue square) = 15 / 5 = 3.

†Answer: B",Answer: B,0,geometry problem solving
576,576,What is the sum of the accuracies of the algorithms magic and secure?,images/207.jpg,,,,5,free_form,integer,207,"{'split': 'testmini', 'language': 'english', 'img_width': 448, 'img_height': 448, 'source': 'DVQA', 'category': 'general-vqa', 'task': 'figure question answering', 'context': 'bar chart', 'grade': 'not applicable', 'skills': ['statistical reasoning']}","You are given a problem with image, please solve the problem step by step. 
Question:What is the sum of the accuracies of the algorithms magic and secure?",What is the sum of the accuracies of the algorithms magic and secure?,"Step 1: From the bar graph, the accuracy of the algorithm 'magic' is 1.

Step 2: From the bar graph, the accuracy of the algorithm 'secure' is 4.

Step 3: Add the accuracies of 'magic' and 'secure': 1 + 4 = 5.

†Answer: 5",Answer: 5,0,figure question answering
577,577,What is the age gap between the leftmost and the rigtmost person? (Unit: years),images/208.jpg,,years,,5,free_form,integer,208,"{'split': 'testmini', 'language': 'english', 'img_width': 300, 'img_height': 195, 'source': 'KVQA', 'category': 'general-vqa', 'task': 'visual question answering', 'context': 'natural image', 'grade': 'not applicable', 'skills': ['numeric commonsense', 'arithmetic reasoning']}","You are given a problem with image, please solve the problem step by step. 
Question:What is the age gap between the leftmost and the rigtmost person? (Unit: years)",What is the age gap between the leftmost and the rigtmost person?,"StepStep 1: The leftmost person is 48 years old.
Step 2: The rightmost person is 72 years old.
Step 3: 72 - 48 = 24.
†Answer: 24",Answer: 24,1,visual question answering
