,id,question,options,answer,solution,level,subject,image,model_answer,extraction,match
1993,1994,"The diagram shows two circles and a square with sides of length $10 \mathrm{~cm}$. One vertex of the square is at the centre of the large circle and two sides of the square are tangents to both circles. The small circle touches the large circle. The radius of the small circle is $(a-b \sqrt{2}) \mathrm{cm}$.
<image1>
What is the value of $a+b$ ?",[],50,"Let $O$ and $P$ be the centres of the large and small circles respectively and label points $Q$ and $S$ as shown in the diagram. Let the radius of the small circle be $r \mathrm{~cm}$. Draw line $P R$ so that $R$ is on $Q S$ and $P R$ is parallel to $O S$. Draw in line $O Q$. Since triangle $O Q S$ is right-angled and isosceles, $O Q^{2}=10^{2}+10^{2}$ by Pythagoras. Hence $O Q=10 \sqrt{2} \mathrm{~cm}$. Similarly, since triangle $P Q R$ is right- ![](https://cdn.mathpix.com/cropped/2023_12_27_d884587740e101721faeg-2.jpg?height=311&width=325&top_left_y=193&top_left_x=1525) angled and isosceles, $P Q=r \sqrt{2} \mathrm{~cm}$. Note that angle $O Q S=$ angle $P Q S=45^{\circ}$ so $O P Q$ is a straight line. Therefore $10 \sqrt{2}=10+r+r \sqrt{2}$. This has solution $$ r=\frac{10(\sqrt{2}-1)}{\sqrt{2}+1}=\frac{10(\sqrt{2}-1)(\sqrt{2}-1)}{(\sqrt{2}+1)(\sqrt{2}-1)}=\frac{10(2+1-2 \sqrt{2})}{2-1}=30-20 \sqrt{2} $$ Hence the radius of the small circle is $(30-20 \sqrt{2}) \mathrm{cm}$ and the value of $a+b$ is $30+20=50$.",5,metric geometry - length,images/1994.jpg,"Step 1: Let the radius of the small circle be r cm, and the radius of the large circle be R cm.
Step 2: The side length of the square is 10 cm, so the diagonal length is 10√2 cm.
Step 3: The radius of the large circle is half of the diagonal length, so R = 5√2 cm.
Step 4: The distance from the center of the large circle to the center of the small circle is R - r.
Step 5: The distance from the center of the large circle to the center of the small circle is also equal to the radius of the large circle minus the radius of the small circle, i.e., R - r.
Step 6: The distance from the center of the large circle to the center of the small circle is also equal to the radius of the large circle minus the radius of the small circle, i.e., R - r.
Step 7: The distance from the center of the large circle to the center of the small circle is also equal to the radius of the large circle minus the radius of the small circle, i.e., R - r.
Step 8: According to the problem, r = (a - b√2) cm.
Step 9: From the problem, we know that the radius of the small circle is (15 - 10√2) cm, so a = 15, b = 10.
Step 10: a + b = 15 + 10 = 25.
†Answer: 25",Answer: 25,1
1994,1995,"The diagram shows a triangle $A B C$ with area $12 \mathrm{~cm}^{2}$. The sides of the triangle are extended to points $P, Q, R, S, T$ and $U$ as shown so that $P A=A B=B S, Q A=A C=C T$ and $R B=B C=C U$.
<image1>
What is the area (in $\mathrm{cm}^{2}$ ) of hexagon $P Q R S T U$ ?",[],156,"Consider triangles $A B C$ and $A S T$. Angles $C A B$ and $T A S$ are equal because they are the same angle, $S A=2 B A$ and $T A=2 C A$. Hence triangles $A B C$ and $A S T$ are similar. The ratio of their sides is $1: 2$ and hence the ratio of their areas is $1^{2}: 2^{2}=1: 4$. Therefore the area of triangle $A S T$ is $4 \times 12 \mathrm{~cm}^{2}=48 \mathrm{~cm}^{2}$ and hence the area of $B S T C$ is $(48-12) \mathrm{cm}^{2}=36 \mathrm{~cm}^{2}$. In a similar way, it ![](https://cdn.mathpix.com/cropped/2023_12_27_d884587740e101721faeg-2.jpg?height=372&width=562&top_left_y=1096&top_left_x=1341) can be shown that each of the areas of $C U P A$ and $A Q R B$ is also $36 \mathrm{~cm}^{2}$. Next consider triangles $A B C$ and $A P Q$. Angles $B A C$ and $P A Q$ are equal using vertically opposite angles, $A B=A P$ and $A C=A Q$. Hence triangles $A B C$ and $A P Q$ are congruent (SAS) and so the area of triangle $A P Q$ is $12 \mathrm{~cm}^{2}$. In a similar way, it can be shown that the each of areas of triangles $B R S$ and $C T U$ is also $12 \mathrm{~cm}^{2}$. Hence the total area of hexagon PQRSTU in $\mathrm{cm}^{2}$ is $(3 \times 36+4 \times 12)=156$.",5,metric geometry - area,images/1995.jpg,"Step 1: According to the problem, the area of triangle ABC is 12 cm².
Step 2: PA = AB = BS, QA = AC = CT, RB = BC = CU.
Step 3: The area of triangle PAB is equal to the area of triangle QAC, which is equal to the area of triangle RBC, each being 12 cm².
Step 4: The area of triangle PQB is equal to the area of triangle QRS, each being 24 cm².
Step 5: The area of triangle RST is equal to the area of triangle QRS, which is 24 cm².
Step 6: The area of hexagon PQRSUT is the sum of the areas of triangles PAB, QAC, RBC, PQB, QRS, and RST, which is 12 + 12 + 12 + 24 + 24 + 24 = 108 cm².
†Answer: 108",Answer: 108,1
1995,1996,"A ball is propelled from corner $A$ of a square snooker table of side 2 metres. After bouncing off three cushions as shown, the ball goes into a pocket at $B$. The total distance travelled by the ball is $\sqrt{k}$ metres. What is the value of $k$ ?
<image1>
(Note that when the ball bounces off a cushion, the angle its path makes with the cushion as it approaches the point of impact is equal to the angle its path makes with the cushion as it moves away from the point of impact as shown in the diagram below.)
<image2>",[],52,A solution can be obtained by reflecting the square repeatedly in the cushion the ball strikes. The path of the ball is then represented by the line $A B^{\prime}$ in the diagram. The length of the path can be calculated using Pythagoras Theorem. We have $\left(A B^{\prime}\right)^{2}=(3 \times 2)^{2}+(2 \times 2)^{2}$. Therefore $\left(A B^{\prime}\right)^{2}=36+16=52$ and so $A B^{\prime}=\sqrt{52}$ metres and hence the value of $k$ is 52 . ![](https://cdn.mathpix.com/cropped/2023_12_27_d884587740e101721faeg-3.jpg?height=317&width=491&top_left_y=393&top_left_x=1342),5,metric geometry - length,images/1996.jpg,"Step 1: Reflect the square snooker table across the bottom cushion. This creates a larger rectangle with dimensions 2m x 4m.

Step 2: Reflect the larger rectangle across the right cushion. This creates an even larger rectangle with dimensions 4m x 4m.

Step 3: The path of the ball from A to B can now be represented as a straight line from the original point A to a point B' in the reflected configuration.

Step 4: The distance from A to B' is the hypotenuse of a right-angled triangle with legs of length 4m and 4m.

Step 5: Using the Pythagorean theorem, the distance AB' = √(4² + 4²) = √(16 + 16) = √32 meters.

Step 6: Therefore, the total distance traveled by the ball is √32 meters, and the value of k is 32.

†Answer: 32",Answer: 32,1
1996,1997,"In rectangle $J K L M$, the bisector of angle $K J M$ cuts the diagonal $K M$ at point $N$ as shown. The distances between $N$ and sides $L M$ and $K L$ are $8 \mathrm{~cm}$ and $1 \mathrm{~cm}$ respectively. The length of $K L$ is $(a+\sqrt{b}) \mathrm{cm}$. What is the value of $a+b$ ?
<image1>",[],16,"Let points $P$ and $Q$ be the points where the perpendiculars from $N$ to $M L$ and $K L$ meet the lines and extend line $P N$ so it meets $J K$ at $R$, as shown in the diagram. Since $J N$ is the bisector of angle $M J K$, angle $N J R=45^{\circ}$. Since angle $J R N$ is $90^{\circ}$, triangle $J R N$ is isosceles and $J R=R N$. Let the length of $R N$ be $x \mathrm{~cm}$. Hence the lengths of $J R$ and $P M$ are also $x \mathrm{~cm}$. Observe that triangles $N K Q$ and $M N P$ are similar since they have the same angles. Therefore $\frac{1}{x}=\frac{x}{8}$ and so $x=\sqrt{8}$ since $x$ is positive. The length of $K L$ is equal to the sum of the lengths of $N P$ and $N R$. Therefore, the length of $K L$ is $(8+\sqrt{8}) \mathrm{cm}$. Hence, the value of $a+b$ is 16 . ![](https://cdn.mathpix.com/cropped/2023_12_27_d884587740e101721faeg-4.jpg?height=257&width=619&top_left_y=188&top_left_x=867)",5,metric geometry - length,images/1997.jpg,"Step 1: Let the length of $$KL$$ be $$x$$, and the length of $$KM$$ be $$y$$. According to the problem, the distances from $$N$$ to sides $$LM$$ and $$KL$$ are 8 cm and 1 cm, respectively.
Step 2: Since $$N$$ is on the angle bisector of $$KJM$$, we have $$\triangle KNM \sim \triangle LMN$$.
Step 3: According to the properties of similar triangles, $$\frac{KN}{NM} = \frac{LN}{NM}$$.
Step 4: Let $$LN = 8$$ and $$NM = 1$$, then $$\frac{8}{1} = \frac{x}{y}$$.
Step 5: Since $$\triangle KNM \sim \triangle LMN$$, we have $$\frac{KN}{LN} = \frac{MN}{LN}$$, i.e., $$\frac{8}{1} = \frac{y}{x}$$.
Step 6: From the above proportion, we get $$y = 8x$$.
Step 7: In the right triangle $$KLM$$, $$KM^2 = KL^2 + LM^2$$, i.e., $$y^2 = x^2 + (8 + 1)^2$$.
Step 8: Substituting $$y = 8x$$, we get $$(8x)^2 = x^2 + 81$$.
Step 9: $$64x^2 = x^2 + 81$$.
Step 10: $$63x^2 = 81$$.
Step 11: $$x^2 = \frac{81}{63} = \frac{9}{7}$$.
Step 12: $$x = \sqrt{\frac{9}{7}} = \frac{3}{\sqrt{7}} = \frac{3\sqrt{7}}{7}$$.
Step 13: The length of $$KL$$ is $$x = \frac{3\sqrt{7}}{7}$$, which is in the form $$a + \sqrt{b}$$, where $$a = 3$$ and $$b = 7$$.
Step 14: $$a + b = 3 + 7 = 10$$.
†Answer: 10",Answer: 10,1
1997,1998,"In quadrilateral $A B C D, \angle A B C=\angle A D C=90^{\circ}, A D=D C$ and $A B+B C=20 \mathrm{~cm}$.
<image1>
What is the area in $\mathrm{cm}^{2}$ of quadrilateral $A B C D$ ?",[],100,"Let the lengths of $B C, A B$ and $A C$ be $x, y$ and $z$ centimetres respectively. Let the area of $\triangle A C D$ be $U \mathrm{~cm}^{2}$ and let the area of $\triangle A B C$ be $V \mathrm{~cm}^{2}$. Note that $\triangle A C D$ is one quarter of the square which has $A C$ as an edge. Hence $U=\frac{1}{4} z^{2}$. Next, using Pythagoras, $z^{2}=x^{2}+y^{2}=(x+y)^{2}-2 x y=20^{2}-4 V$. Hence $U=\frac{1}{4}(400-4 V)=100-V$. Therefore the area in $\mathrm{cm}^{2}$ of $A B C D$ is $U+V=100$. ![](https://cdn.mathpix.com/cropped/2023_12_27_d884587740e101721faeg-4.jpg?height=283&width=329&top_left_y=1343&top_left_x=1546) (Note: Since the answer to the problem is independent of $x$ and $y$, one could observe that the given properties of quadrilateral $A B C D$ are satisfied by a square of side $10 \mathrm{~cm}$ which has area $100 \mathrm{~cm}^{2}$ and conclude that this is therefore the required answer.)",5,metric geometry - area,images/1998.jpg,"Step 1: Let AD = DC = x.
Step 2: The area of quadrilateral ABCD is the sum of the areas of two right triangles, i.e., S_{quadrilateral ABCD} = \frac{1}{2} \times AB \times BC + \frac{1}{2} \times AD \times DC.
Step 3: Since AD = DC = x, the area formula simplifies to S_{quadrilateral ABCD} = \frac{1}{2} \times AB \times BC + \frac{1}{2} \times x \times x.
Step 4: Given AB + BC = 20 cm, let AB = a, BC = b, then a + b = 20.
Step 5: The area formula becomes S_{quadrilateral ABCD} = \frac{1}{2} \times a \times b + \frac{1}{2} \times x^2.
Step 6: Since AD = DC = x, and AB + BC = 20, we have a = b = 10.
Step 7: S_{quadrilateral ABCD} = \frac{1}{2} \times 10 \times 10 + \frac{1}{2} \times x^2.
Step 8: Since AD = DC = x, and AB + BC = 20, we have a = b = 10.
Step 9: S_{quadrilateral ABCD} = \frac{1}{2} \times 10 \times 10 = 50.
†Answer: 50",Answer: 50,1
1998,1999,"Using this picture we can observe that
$1+3+5+7=4 \times 4$.
What is the value of
$1+3+5+7+9+11+13+15+17+19+21$ ?
<image1>",[],121,The sum $1+3+5+7+9+11+13+15+17+19+21$ has eleven terms. Therefore the value of the required sum is $11 \times 11=121$.,5,algebra,images/1999.jpg,"Step 1: The sum of consecutive odd numbers starting from 1 is the square of the count of these numbers.
Step 2: There are 11 numbers in the expression 1+3+5+7+9+11+13+15+17+19+21.
Step 3: According to the formula, the sum of these 11 consecutive odd numbers is the square of 11.
Step 4: 11^2 = 121.
†Answer: 121",Answer: 121,0
1999,2000,"Both rows of the following grid have the same sum. What is the value of $*$ ?
<image1>",[],950,"\begin{tabular}{|c|c|c|c|c|c|c|c|c|c|c|} \hline 1 & 2 & 3 & 4 & 5 & 6 & 7 & 8 & 9 & 10 & 1050 \\ \hline 11 & 12 & 13 & 14 & 15 & 16 & 17 & 18 & 19 & 20 & $*$ \\ \hline \end{tabular} We observe that in all but the rightmost column the value in the second row is ten larger than the value in the first row. There are 10 such columns. Therefore the sum of the leftmost ten elements of the second row is 100 more than the corresponding sum in the first row. To achieve the same total in each row, * will need to be 100 less than the value above it. Therefore $*=950$.",1,arithmetic,images/2000.jpg,"Step 1: The sum of the first row is 1 + 2 + 3 + ... + 10 + 1050.
Step 2: The sum of the first row is \frac{10 \times (10 + 1)}{2} + 1050 = 55 + 1050 = 1105.
Step 3: The sum of the second row is 11 + 12 + 13 + ... + 19 + *.
Step 4: The sum of the second row is \frac{9 \times (11 + 19)}{2} + * = 90 + *.
Step 5: Since the sums of the two rows are equal, 1105 = 90 + *.
Step 6: * = 1105 - 90.
Step 7: * = 1015.
†Answer: 1015",Answer: 1015,1
2000,2001,"<image1>
In the diagram, $P T$ and $P S$ are tangents to a circle with centre $O$. The point $Y$ lies on the circumference of the circle; and the point $Z$ is where the line $P Y$ meets the radius $O S$.
Also, $\angle S P Z=10^{\circ}$ and $\angle T O S=150^{\circ}$.
How many degrees are there in the sum of $\angle P T Y$ and $\angle P Y T$ ?",[],160,The tangent-radius property gives $\angle P S O=\angle P T O=90^{\circ}$. From the angle sum of quadrilateral $P T O S$ we may conclude that $\angle T P S=30^{\circ}$ and therefore that $\angle T P Y=20^{\circ}$. By considering the angle sum of triangle $P T Y$ we conclude that the required total is $160^{\circ}$.,4,metric geometry - angle,images/2001.jpg,"Step 1: Since PT and PS are tangents to the circle at T and S respectively, we have PT = PS.  Therefore, ∠PST = ∠PTS.

Step 2: In quadrilateral STOP, the sum of angles is 360°.  We are given that ∠TOS = 150° and ∠SPT = 90° (since PT is a tangent). Therefore, ∠PTS + ∠PST = 360° - 150° - 90° = 120°. Since ∠PTS = ∠PST, each angle is 60°.

Step 3: In triangle PTS, ∠PTS = 60° and ∠PST = 60°. Therefore, ∠SPT = 180° - 60° - 60° = 60°.

Step 4: In triangle PYZ, ∠PYZ = ∠PST = 60° (vertically opposite angles).  We are given that ∠SPT = 90°.

Step 5: In triangle PYZ, the sum of angles is 180°. Therefore, ∠PYT + ∠PYZ + ∠YPZ = 180°.  We know ∠PYZ = 60° and ∠YPZ = 10°.  Thus, ∠PYT = 180° - 60° - 10° = 110°.

Step 6: We want to find ∠PTY + ∠PYT.  In triangle PYZ, ∠PYT + ∠PYZ + ∠YPZ = 180°.  We have ∠PYZ = 60° and ∠YPZ = 10°. Therefore, ∠PYT = 180° - 60° - 10° = 110°.

Step 7: In triangle PYS, ∠PYS + ∠PST + ∠STP = 180°.  We have ∠PST = 60° and ∠STP = 10°. Therefore, ∠PYS = 180° - 60° - 10° = 110°.

Step 8:  ∠PTY + ∠PYT = 180° - ∠TYP = 180° - 110° = 70°.

†Answer: 70",Answer: 70,1
2001,2002,"The diagram shows two concentric circles. Chord $A B$ of the larger circle is tangential to the smaller circle.
The length of $A B$ is $32 \mathrm{~cm}$ and the area of the shaded region is $k \pi \mathrm{cm}^{2}$.
What is the value of $k$ ?
<image1>",[],256,"Let the radii of the larger and smaller circles be $R$ and $r$ respectively. Draw radius $O A$ of the larger circle and drop the perpendicular from $O$ to $A B$. By the tangent-radius property this perpendicular will be a radius of the smaller circle. Now the area of the shaded region $=$ area of larger circle area of smaller circle. The area of the shaded region $=\pi R^{2}-\pi r^{2}=\pi\left(R^{2}-r^{2}\right)$. But $R^{2}-r^{2}=16^{2}=256$ (by Pythagoras' theorem), hence the area of the shaded region $=256 \pi$ and therefore $k=256$. ![](https://cdn.mathpix.com/cropped/2023_12_27_ca29a3c6869d4033598bg-2.jpg?height=463&width=459&top_left_y=1165&top_left_x=1478)",5,metric geometry - area,images/2002.jpg,"Step 1: Let the radius of the smaller circle be r, and the radius of the larger circle be R.
Step 2: According to the problem, the chord AB of the larger circle is tangent to the smaller circle, so the distance from the center O to the chord AB is r.
Step 3: In the right triangle OAC, OC = r, AC = 16 cm, and OA = R.
Step 4: According to the Pythagorean Theorem, R^2 = r^2 + 16^2.
Step 5: The area of the shaded part is the area of the larger circle minus the area of the smaller circle, which is πR^2 - πr^2.
Step 6: Substitute R^2 = r^2 + 16^2 into the area formula, the shaded area is π(r^2 + 16^2) - πr^2.
Step 7: The shaded area is π(256).
Step 8: k = 256.
†Answer: 256",Answer: 256,0
2002,2003,"Delia is joining three vertices of a square to make four right-angled triangles.
She can create four triangles doing this, as shown.
<image1>
How many right-angled triangles can Delia make by joining three vertices of a regular polygon with 18 sides?",[],144,"The regular 18 -gon has a circumcircle, that is, a circle passing through all of its vertices. This is also the circumcircle of each right-angled triangle formed. In order for one of these triangle's angles to be a right angle, the opposite side needs to be a diameter, There are 9 possible choices of diameter. For each choice of diameter, there are 8 vertices on each side for the right angle, making 16 choices overall. For each choice of diameter there are 16 choices for the third vertex of the right-angled triangle. ![](https://cdn.mathpix.com/cropped/2023_12_27_ca29a3c6869d4033598bg-3.jpg?height=440&width=449&top_left_y=200&top_left_x=1363)",5,combinatorial geometry,images/2003.jpg,"Step 1: A regular polygon with 18 sides has 18 vertices.
Step 2: Each vertex can connect to 17 other vertices.
Step 3: Each vertex can form 17 triangles with other vertices.
Step 4: Each triangle is counted three times, so the total number of triangles is 18×17÷3.
Step 5: 18×17÷3 = 102.
†Answer: 102",Answer: 102,1
2003,2004,"The large equilateral triangle shown consists of 36 smaller equilateral triangles. Each of the smaller equilateral triangles has area $10 \mathrm{~cm}^{2}$.
The area of the shaded triangle is $K \mathrm{~cm}^{2}$. Find $K$.
<image1>",[],110,"For each small equilateral triangle, let the length of each side be $x$ and the perpendicular height be $h$. We may trap the shaded triangle in a rectangle as shown, where one vertex is coincident with one of the vertices of the rectangle and the other two vertices lie on sides of the rectangle. The rectangle has width $4 x$ and height $3 h$. Therefore the rectangle's area is $12 x h$. ![](https://cdn.mathpix.com/cropped/2023_12_27_ca29a3c6869d4033598bg-3.jpg?height=365&width=417&top_left_y=1645&top_left_x=1371) The three additional (unshaded) right-angled triangles in the rectangle have areas $\frac{1}{2} \times 4 x \times 2 h=4 x h$, $\frac{1}{2} \times \frac{1}{2} x \times 3 h=\frac{3}{4} x h$ and $\frac{1}{2} \times \frac{7}{2} x \times h=\frac{7}{4} x h$. Therefore their total area is $4 x h+\frac{3}{4} x h+\frac{7}{4} x h=\frac{13}{2} x h$. Therefore $K=12 x h-\frac{13}{2} x h=\frac{11}{2} x h$. ![](https://cdn.mathpix.com/cropped/2023_12_27_ca29a3c6869d4033598bg-3.jpg?height=194&width=297&top_left_y=2116&top_left_x=1393) Each of the 36 smaller equilateral triangles has area $\frac{1}{2} x h$ so we know that $\frac{1}{2} x h=10$ and therefore that $x h=20$. Therefore $K=\frac{11}{2} \times 20=110$.",5,combinatorial geometry,images/2004.jpg,"Step 1: The large equilateral triangle consists of 36 small equilateral triangles, each with an area of 10 cm².
Step 2: The area of the large equilateral triangle is 36 * 10 = 360 cm².
Step 3: The shaded triangle occupies 1/4 of the large equilateral triangle.
Step 4: The area of the shaded triangle is 1/4 of the large equilateral triangle's area, which is 360 * 1/4 = 90 cm².
†Answer: 90",Answer: 90,1
2004,2005,"A barcode of the type shown in the two examples is composed of alternate strips of black and white, where the leftmost and rightmost strips are always black. Each strip (of either colour) has a width of 1 or 2 . The total width of the barcode is 12 . The barcodes are always read from left to right. How many distinct barcodes are possible?
<image1>",[],116,"Any code will start with a black strip and a white strip followed by a shorter barcode. Let $C(m)$ be the number of distinct barcodes of width $m$. Those codes which start with BW will be followed by a code of width $m-2$; so there will be $C(m-2)$ of these. Likewise, there will be $C(m-3)$ codes starting BBW, the same number starting BWW, and $C(m-4)$ starting BBWW; and that exhausts the possibilites. So it follows that $C(m)=C(m-2)+2 C(m-3)+C(m-4)$. When $m \leqslant 4$, it is simple to list all possible barcodes; namely B, BB, BWB and BBWB, BWBB, BWWB. Therefore $C(1)=C(2)=C(3)=1$ and $C(4)=3$. We can now calculate $C(m)$ for $m>4$. Thus $C(5)=C(3)+2 C(2)+C(1)=1+2+1=4$, and continuing like this, we get $C(6)=6, C(7)=11, C(8)=17, C(9)=27, C(10)=45, C(11)=72$, $C(12)=116$.",5,combinatorics,images/2005.jpg,"Step 1: Let the number of black strips be n, then the number of white strips is also n.
Step 2: The total width of the barcode is 12, with each strip having a width of 1 or 2.
Step 3: Let the total width of black strips be B, and the total width of white strips be W, then B + W = 12.
Step 4: Since the leftmost and rightmost strips are black, the minimum width of black strips is 2, and the minimum width of white strips is 0.
Step 5: The minimum width of black strips is 2, and the minimum width of white strips is 0, so the minimum total width is 2.
Step 6: The maximum width of black strips is 12, and the maximum width of white strips is 0, so the maximum total width is 12.
Step 7: The total width of black strips ranges from 2 to 12, and the total width of white strips ranges from 10 to 0.
Step 8: For each total width of black strips, the total width of white strips is 12 minus the total width of black strips.
Step 9: The number of black strips ranges from 1 to 6, and the number of white strips ranges from 6 to 1.
Step 10: For each combination of black and white strips, calculate the number of combinations.
Step 11: The total number of combinations is the sum of all possible combinations.
†Answer: 116",Answer: 116,0
2005,2006,"An integer is to be written in each circle of the network shown. The integers must be written so that the sum of the numbers at the end of each line segment is the same. Two of the integers have already been written. What is the total of all the integers in the completed diagram?
<image1>",[],132,"Each circle immediately adjacent to the initial ' 4 ' must contain the same integer, $x$ say, in order for the sum of those numbers at the end of each line segment to be the same. Those circles immediately adjacent to those with the integer $x$ must contain the integer 4 to preserve the sum of those numbers at the end of each line segment. Continuation of this pattern throughout the network eventually yields that the circle marked with a ' 7 ' must contain the integer $x$. Therefore $x=7$. The completed network contains twelve ' 4 's and twelve '7's with a total of $12 \times 4+12 \times 7=132$.",5,algebra,images/2006.jpg,"Step 1: There are 18 circles in the diagram, with 2 numbers already filled, so 16 numbers need to be filled.
Step 2: The sum of the numbers at the ends of each line segment is equal, and the sum of the numbers in the diagram is a multiple of 3.
Step 3: The sum of the numbers in the diagram should be 36.
Step 4: The sum of the two known numbers is 4 + 7 = 11.
Step 5: The sum of the 16 numbers to be filled is 36 - 11 = 25.
Step 6: The total sum of all the numbers in the completed diagram is 25 + 4 + 7 = 36.
†Answer: 36",Answer: 36,1
2006,2007,"The figure shows a shape consisting of a regular hexagon of side $18 \mathrm{~cm}$, six triangles and six squares. The outer perimeter of the shape is $P \mathrm{~cm}$. What is the value of $P$ ?
<image1>",[],216,Each of the squares has a side-length of $18 \mathrm{~cm}$. Therefore each of the triangles has two sides of length $18 \mathrm{~cm}$. Hence the triangles are isosceles. Let the angle contained by the two $18 \mathrm{~cm}$ sides of these triangle be $x^{\circ}$. The interior angles of a square and a regular hexagon are $90^{\circ}$ and $120^{\circ}$ respectively. By considering angles at a point we have $x+90+90+120=360$. Therefore $x=60$ and the triangles are equilateral. All twelve outer edges of the figure are $18 \mathrm{~cm}$ in length. Therefore $P=12 \times 18=216$.,5,metric geometry - length,images/2007.jpg,"Step 1: The side length of the regular hexagon is 18 cm.
Step 2: Each side of the hexagon is also a side of a square, so the side length of each square is 18 cm.
Step 3: Each triangle is an equilateral triangle with a side length of 18 cm.
Step 4: The outer perimeter consists of the 6 sides of the hexagon and the 6 sides of the squares.
Step 5: The total length of the outer perimeter is 6 × 18 cm + 6 × 18 cm.
Step 6: The total length of the outer perimeter is 108 cm + 108 cm.
Step 7: The total length of the outer perimeter is 216 cm.
†Answer: 216",Answer: 216,0
2007,2008,"The figure shows a quadrilateral $A B C D$ in which $A D=D C$ and $\angle A D C=\angle A B C=90^{\circ}$. The point $E$ is the foot of the perpendicular from $D$ to $A B$. The length $D E$ is 25 . What is the area of quadrilateral $A B C D$ ?
<image1>",[],625,"![](https://cdn.mathpix.com/cropped/2023_12_27_5205ef190096027afdcdg-1.jpg?height=400&width=514&top_left_y=2053&top_left_x=334) Draw a line through $D$ that is parallel to $A B$. Let $F$ be the intersection of that line with $B C$ extended, as shown in the diagram. Now $\angle E D C+\angle C D F=\angle E D C+\angle A D E=90^{\circ}$ Therefore $\angle C D F=\angle A D E=90^{\circ}-\angle E C D$ Also $\angle D F C=\angle D E A=90^{\circ}$ Therefore triangles $A D E$ and $C D F$ are similar because they have the same set of angles. Because $A D=C D$ they must also be congruent. Therefore the area of quadrilateral $A B C D$ is equal to the area of rectangle $F D E B$. By the congruent triangles $A D E$ and $C D F$ we know that $D F=D E=25$. Therefore the required area is $25 \times 25=625$.",5,metric geometry - area,images/2008.jpg,"Step 1: According to the problem, quadrilateral ABCD is a right trapezoid with AD = DC and ∠ADC = ∠ABC = 90°.
Step 2: Since AD = DC, ∠ADC = 90°, and DE is perpendicular to AB, we have ∠AED = ∠DEC = 90°.
Step 3: Since AD = DC and ∠ADE = ∠CDE, triangles ADE and CDE are congruent (SAS).
Step 4: Since triangles ADE and CDE are congruent, AE = CE.
Step 5: The area of quadrilateral ABCD is equal to the area of triangle ABD plus the area of triangle BCD.
Step 6: The area of triangle ABD is \(\frac{1}{2} \times AB \times DE\), and the area of triangle BCD is \(\frac{1}{2} \times BC \times DE\).
Step 7: Since AE = CE, AB = AE + EB = 2AE, and BC = CE + EB = 2CE.
Step 8: The area of quadrilateral ABCD is \(\frac{1}{2} \times AB \times DE + \frac{1}{2} \times BC \times DE = \frac{1}{2} \times (AB + BC) \times DE\).
Step 9: Since AB = 2AE and BC = 2CE, and AE = CE, AB + BC = 2AE + 2CE = 4AE.
Step 10: The area of quadrilateral ABCD is \(\frac{1}{2} \times 4AE \times DE = 2 \times AE \times DE\).
Step 11: Since DE = 25, the area of quadrilateral ABCD is \(2 \times 25 \times 25 = 1250\).
†Answer: 1250",Answer: 1250,1
2008,2009,"Priti is learning a new language called Tedio. During her one hour lesson, which started at midday, she looks at the clock and notices that the hour hand and the minute hand make exactly the same angle with the vertical, as shown in the diagram. How many whole seconds remain until the end of the lesson?
<image1>",[],276,Let the angle that each hand makes with the vertical be $x$ degrees and let the current time be $s$ seconds after midday. In one complete hour the hour hand will turn $30^{\circ}$. There are $60 \times 60=3600$ seconds in an hour so it takes $3600 \div 30=120$ seconds for the hour hand to turn one degree. Therefore $s=120 x$. In one complete hour the minute hand will turn $360^{\circ}$. There are 3600 seconds in an hour so it takes $3600 \div 360=10$ seconds for the minute hand to turn $1^{\circ}$. But the minute hand has turned clockwise through an angle of $(360-x)^{\circ}$. Therefore $s=10(360-x)$. Equating the two expressions we have obtained for $s$ we obtain the equation $120 x=10(360-x)$. The solution to this equation is $x=\frac{360}{13}$. Therefore the number of seconds elapsed since midday is $120 \times \frac{360}{13}=\frac{43200}{13}=3323 \frac{1}{13}$. The number of whole seconds remaining is $3600-3324=276$.,4,metric geometry - angle,images/2009.jpg,"Step 1: The hour hand moves 30 degrees per hour, and the minute hand moves 360 degrees per hour.
Step 2: At 12:00, both the hour and minute hands are at 0 degrees.
Step 3: Let the time be x minutes past 12:00, then the hour hand moves 0.5x degrees, and the minute hand moves 6x degrees.
Step 4: According to the problem, the angles formed by the hour and minute hands with the vertical are equal, so 6x - 180 = 180 - 0.5x.
Step 5: 6x - 180 = 180 - 0.5x.
Step 6: 6.5x = 360.
Step 7: x = 360 / 6.5 ≈ 55.38 minutes.
Step 8: 55.38 minutes = 55 minutes and 23 seconds.
Step 9: The lesson is 1 hour long, which is 60 minutes, so the remaining time is 60 minutes - 55 minutes and 23 seconds = 3 minutes and 37 seconds.
†Answer: 3 minutes and 37 seconds",Answer: 3 minutes and 37 seconds,1
